,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,currency,regularMarketChangePercent,regularMarketPrice,gmtOffSetMilliseconds,esgPopulated,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,market,price,ipoExpectedDate,trailingPE,displayName,prevName,nameChangeDate,newListingDate,underlyingSymbol,openInterest
WISA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-7.5268836,5.16,-18000000,False,1678368600.0,1678714200.0,,,-2.468,-0.81,-94.67,-0.05450512,712633.0,0.871,9.7584,-4.5984,-0.4712248,46.6446,-41.4846,-0.8893763,3677186.0,-6.3703704,5.924225,15,0,,False,,,2,0.968996,1676681955.0,5.21,0.0500002,-0.42000008,1676667604,5.5,4.96 - 5.5,4.96,297673,5.58,5.15,5.22,8,8.0,NasdaqCM,USD,5.43,503711,394240,0.25999975,0.053061172,4.9 - 149.0,-143.84,-0.9653691,4.9,149.0,1586390400.0,1669028340.0,NCM,"WiSA Technologies, Inc.","WiSA Technologies, Inc.",finmb_247394183,America/New_York,EST,us_market,5.16,,,,,,,,
WISH,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-10.214285,0.7542,-18000000,False,1677186000.0,1677186000.0,,,-5.866,-0.16,-0.56,-1.3467857,677000000.0,1.75,0.62234,0.13185996,0.21187767,1.108495,-0.35429502,-0.31961805,556599616.0,-4.71375,0.4309714,15,0,,False,,,4,1.3656908,1676681975.0,0.7645,0.01030004,-0.08579999,1676667604,0.839,0.7122 - 0.839,0.7122,56366881,0.84,0.755,0.76,10,30.0,NasdaqGS,USD,0.8352,25902986,55921890,0.31919998,0.7337931,0.435 - 2.58,-1.8258,-0.70767444,0.435,2.58,,1677186000.0,NMS,ContextLogic Inc.,ContextLogic Inc.,finmb_127912549,America/New_York,EST,us_market,0.7542,,,,,,,,
WKEY,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.7299263,2.72,-18000000,False,,,,,-2.23,,,,16425500.0,1.885,2.17026,0.5497401,0.2533061,2.23611,0.48389006,0.21639815,44677360.0,,1.4429709,15,0,,False,,,4,3.30882,1676681161.0,2.81,0.0899999,-0.01999998,1676667604,2.805,2.67 - 2.805,2.67,15535,2.74,2.69,2.72,8,12.0,NasdaqGM,USD,2.81,38324,58220,1.5400001,1.3050848,1.18 - 6.72,-3.9999998,-0.5952381,1.18,6.72,1574035200.0,,NGM,WISeKey International Holding A,WISeKey International Holding AG,finmb_8058229,America/New_York,EST,us_market,2.72,,,,,,,,
WKHS,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-1.851861,2.12,-18000000,False,1677679200.0,1677679200.0,,,0.7,-0.14,-0.68,-3.117647,164100992.0,3.241,1.9378,0.18219984,0.09402406,2.6654,-0.54540014,-0.20462225,347894080.0,-15.142857,0.6541191,15,0,,False,,,4,-0.4669743,1676681442.0,2.1101,-0.009899855,-0.0400002,1676667604,2.19,2.05 - 2.19,2.05,1866429,2.16,2.11,2.12,29,40.0,NasdaqCM,USD,2.16,3534045,2852100,0.7199999,0.5142857,1.4 - 5.39,-3.27,-0.606679,1.4,5.39,,1677679200.0,NCM,"Workhorse Group, Inc.",Workhorse Group Inc.,finmb_83911530,America/New_York,EST,us_market,2.12,,3.0285714,,,,,,
WKME,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-5.213672,11.09,-18000000,False,1676467800.0,1676467800.0,,,-2.549,-0.49,-0.7,-15.842857,84506400.0,3.614,10.3432,0.7468004,0.07220207,9.9657,1.1243,0.11281696,937176000.0,-22.632652,3.068622,15,0,,False,,,2,0.0,1676667614.0,11.09,0.0,-0.60999966,1676667605,11.57,10.69 - 11.57,10.69,241450,11.7,8.34,12.12,8,8.0,NasdaqGS,USD,11.4,101854,85800,4.2200003,0.61426497,6.87 - 17.95,-6.8600006,-0.38217273,6.87,17.95,,1676467800.0,NMS,WalkMe Ltd.,WalkMe Ltd.,finmb_715145558,America/New_York,EST,us_market,11.09,,,,,,,,
WKSP,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.6369496,1.56,-18000000,False,1636971401.0,1636971401.0,,,-0.535,-0.26,-0.72,-2.1666665,17190000.0,2.169,1.30726,0.2527399,0.19333561,1.786805,-0.22680509,-0.12693332,26816400.0,-6.0,0.71922547,15,0,,False,,,4,-0.602557,1676681915.0,1.5506,-0.00939989,-0.01000011,1676667565,1.58,1.53 - 1.58,1.53,45173,1.57,1.55,1.6,22,9.0,NasdaqCM,USD,1.5599,86888,28640,0.60999995,0.6421052,0.95 - 3.5,-1.94,-0.5542857,0.95,3.5,1553817600.0,1636971401.0,NCM,"Worksport, Ltd.",Worksport Ltd.,finmb_276666169,America/New_York,EST,us_market,1.56,,,,,,,,
WLDN,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-1.7526213,19.62,-18000000,False,1678395600.0,1678395600.0,,,-1.23,2.7,0.92,21.326088,13294900.0,13.912,18.2714,1.3486004,0.07380936,20.94375,-1.3237495,-0.06320499,260845952.0,7.266667,1.4102933,15,0,,False,,,2,0.0,1676668887.0,19.62,0.0,-0.34999847,1676667604,20.14,19.36 - 20.14,19.36,22805,19.97,12.0,20.0,8,32.0,NasdaqGM,USD,20.14,54642,34250,8.640001,0.7868854,10.98 - 34.1,-14.479998,-0.42463338,10.98,34.1,,1678395600.0,NGM,"Willdan Group, Inc.","Willdan Group, Inc.",finmb_4331586,America/New_York,EST,us_market,19.62,,,,,,,,
WLDS,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-2.2982101,0.88,-18000000,False,,,,,,,,,15045100.0,,0.61508,0.26492,0.4307082,0.8299636,0.05003637,0.060287427,13239688.0,,,15,0,,False,,,4,0.0,1676677261.0,0.88,0.0,-0.020699978,1676667541,0.92,0.85 - 0.92,0.85,107629,0.9007,0.8562,0.87,14,11.0,NasdaqCM,USD,0.8965,1439613,6863810,0.454,1.0657277,0.426 - 5.85,-4.97,-0.8495726,0.426,5.85,,,NCM,Wearable Devices Ltd.,Wearable Devices Ltd.,finmb_586158112,America/New_York,EST,us_market,0.88,,,,,,,,
WLFC,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.7672231,57.79,-18000000,False,1678710600.0,1679056200.0,,,1.05,1.25,,,6097020.0,55.406,58.2656,-0.47559738,-0.008162576,42.97455,14.815453,0.34474948,352346784.0,46.232002,1.0430279,15,0,,False,,,2,0.0,1676667609.0,57.79,0.0,0.44000244,1676667604,58.34,57.35 - 58.34,57.35,7704,57.35,58.31,91.76,9,10.0,NasdaqGM,USD,57.86,10073,7770,27.570002,0.9123098,30.22 - 65.19,-7.4000015,-0.113514364,30.22,65.19,,1659609037.0,NGM,Willis Lease Finance Corporatio,Willis Lease Finance Corporation,finmb_357522,America/New_York,EST,us_market,57.79,,55.038097,,,,,,
WMPN,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.16863793,11.88,-18000000,False,1658487540.0,1658487540.0,0.42,0.035413153,0.125,0.27,0.26,45.69231,14143300.0,14.175,11.886,-0.005999565,-0.00050475897,11.611,0.26900005,0.02316769,168022400.0,44.0,0.83809525,15,0,,False,,,2,,,,,0.020000458,1676666675,11.99,11.85 - 11.99,11.85,22803,11.86,4.75,11.98,8,9.0,NasdaqCM,USD,11.93,27932,26440,0.6800003,0.060714316,11.2 - 12.87,-0.9899998,-0.07692306,11.2,12.87,1675900800.0,1658487540.0,NCM,William Penn Bancorporation,William Penn Bancorporation,finmb_39636692,America/New_York,EST,us_market,11.88,,95.04,,,,,,
WNEB,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.3131325,10.03,-18000000,False,1682333940.0,1682683200.0,0.2,0.020202022,0.602,0.74,1.08,9.287037,22216800.0,9.101,9.6188,0.41119957,0.04274957,8.74,1.29,0.14759725,222834496.0,13.554053,1.1020766,15,0,,False,,,2,0.0,1676667613.0,10.03,0.0,0.13000011,1676667604,10.04,9.86 - 10.04,9.86,44890,9.9,3.98,15.56,10,12.0,NasdaqGS,USD,9.88,44318,48960,2.8999996,0.40673205,7.13 - 10.25,-0.22000027,-0.02146344,7.13,10.25,1677024000.0,1674594349.0,NMS,"Western New England Bancorp, In","Western New England Bancorp, Inc.",finmb_1904152,America/New_York,EST,us_market,10.03,,16.661129,,,,,,
WOOF,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.73327154,10.83,-18000000,False,1679482800.0,1679482800.0,,,-0.13,0.75,0.76,14.25,228128992.0,7.83,10.5324,0.2975998,0.028255649,13.0438,-2.2138004,-0.16972052,2879913472.0,14.44,1.3831418,15,0,,False,,,2,3.41643,1676675510.0,11.2,0.37,-0.07999992,1676667604,10.865,10.6493 - 10.865,10.6493,979971,10.91,10.65,10.84,8,18.0,NasdaqGS,USD,10.84,2137231,1422910,2.1099997,0.24197243,8.72 - 22.75,-11.92,-0.52395606,8.72,22.75,,1679482800.0,NMS,Petco Health and Wellness Compa,"Petco Health and Wellness Company, Inc.",finmb_696961387,America/New_York,EST,us_market,10.83,,,,,,,,
WORX,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,2.1431851,0.448,-18000000,False,1660561140.0,1660561140.0,,,-1.366,,,,13010400.0,0.499,0.44288,0.005120009,0.011560714,0.634755,-0.186755,-0.2942159,5828659.0,,0.8977956,15,0,,False,,,4,0.156249,1676672327.0,0.4487,0.000699997,0.00940001,1676665697,0.448,0.43 - 0.448,0.43,3524,0.4386,0.43,0.4487,12,30.0,NasdaqCM,USD,0.436,95622,28900,0.15,0.5033557,0.298 - 1.48,-1.0320001,-0.69729733,0.298,1.48,1549238400.0,1660561140.0,NCM,SCWorx Corp.,SCWorx Corp.,finmb_578701307,America/New_York,EST,us_market,0.448,,,,,,,,
WPRT,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.83333254,1.21,-18000000,False,1678705140.0,1679054400.0,,,-0.054,0.1,-0.2,-6.05,171296000.0,0.722,0.9562,0.25380003,0.26542568,1.02495,0.18505001,0.1805454,207268160.0,12.1,1.6759003,15,0,,False,,,4,-1.65289,1676677667.0,1.19,-0.02,0.00999999,1676667599,1.23,1.15 - 1.23,1.15,440335,1.2,1.2,1.25,14,18.0,NasdaqGS,USD,1.19,558393,635880,0.46000004,0.6133334,0.75 - 2.73,-1.52,-0.5567765,0.75,2.73,,1667919600.0,NMS,Westport Fuel Systems Inc,Westport Fuel Systems Inc.,finmb_883130,America/New_York,EST,us_market,1.21,,,,,,,,
WRAP,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,2.9535937,2.44,-18000000,False,1677704400.0,1677704400.0,,,-0.593,-0.5,-0.41,-5.9512196,41124300.0,1.116,2.1826,0.25740004,0.11793276,1.980425,0.45957506,0.23205881,100343296.0,-4.88,2.18638,15,0,,False,,,4,2.45901,1676681803.0,2.5,0.0599999,0.07000017,1676667601,2.44,2.22 - 2.44,2.22,63008,2.37,2.39,2.5,32,11.0,NasdaqCM,USD,2.36,138677,86600,1.37,1.2803738,1.07 - 3.72,-1.28,-0.34408602,1.07,3.72,,1677704400.0,NCM,"Wrap Technologies, Inc.","Wrap Technologies, Inc.",finmb_428063811,America/New_York,EST,us_market,2.44,,,,,,,,
WRLD,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.23169473,99.5,-18000000,False,1683117000.0,1683549000.0,,,9.693,8.49,0.84,118.452385,5800000.0,58.218,80.3194,19.180603,0.23880412,103.76985,-4.2698517,-0.041147325,577100032.0,11.71967,1.7090935,15,0,,False,,,2,0.0,1676668887.0,99.5,0.0,0.23000336,1676667604,100.88,97.05 - 100.88,97.05,55197,99.27,39.66,99.89,8,9.0,NasdaqGS,USD,99.17,94473,98900,41.06,0.702601,58.44 - 214.15,-114.649994,-0.5353724,58.44,214.15,,1674745200.0,NMS,World Acceptance Corporation,World Acceptance Corporation,finmb_36697,America/New_York,EST,us_market,99.5,,10.26514,,,,,,
WSBC,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.1296346,37.6,-18000000,False,1682333940.0,1682683200.0,1.29,0.034696072,2.471,2.44,3.28,11.463414,59199000.0,39.253,37.1212,0.4787979,0.012898234,35.5677,2.032299,0.057138894,2225882368.0,15.409835,0.95788854,15,0,,False,,,2,0.0,1676668887.0,37.6,0.0,0.41999817,1676667605,37.72,37.175 - 37.72,37.175,142337,37.18,15.23,38.95,10,11.0,NasdaqGS,USD,37.44,147127,97700,8.099998,0.27457622,29.5 - 41.37,-3.7700005,-0.09112885,29.5,41.37,1672704000.0,1674658800.0,NMS,"WesBanco, Inc.","WesBanco, Inc.",finmb_313313,America/New_York,EST,us_market,37.6,,15.216511,,,,,,
WSBF,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.6913929,16.02,-18000000,False,1681901940.0,1682337600.0,0.64,0.040226273,3.984,1.59,0.86,18.627907,22174000.0,18.145,16.761,-0.7409992,-0.044209726,17.0138,-0.9937992,-0.058411364,355227488.0,10.075472,0.88288784,15,0,,False,,,2,0.0,1676668888.0,16.02,0.0,0.11000061,1676667604,16.14,16.0 - 16.14,16.0,52284,15.91,16.04,16.05,8,8.0,NasdaqGS,USD,16.01,68006,58120,0.8800001,0.05812418,15.14 - 20.21,-4.1899986,-0.20732304,15.14,20.21,1675209600.0,1674767374.0,NMS,"Waterstone Financial, Inc.","Waterstone Financial, Inc.",finmb_3027375,America/New_York,EST,us_market,16.02,,4.0210843,,,,,,
WSFS,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.8128467,50.85,-18000000,False,1681901940.0,1682337600.0,0.49,0.009714513,3.4,3.86,5.13,9.91228,61612000.0,37.275,47.4102,3.4398003,0.072554015,45.8601,4.9898987,0.108806975,3132969984.0,13.173575,1.364185,15,0,,False,,,2,0.629301,1676674091.0,51.17,0.32,0.40999985,1676667604,51.45,50.17 - 51.45,50.17,217874,50.44,20.49,81.93,8,11.0,NasdaqGS,USD,50.61,259188,219530,13.82,0.3732109,37.03 - 52.4,-1.550003,-0.02958021,37.03,52.4,1677196800.0,1674842400.0,NMS,WSFS Financial Corporation,WSFS Financial Corporation,finmb_305387,America/New_York,EST,us_market,50.85,,14.955881,,,,,,
WTBA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.8518709,21.31,-18000000,False,1682512200.0,1682944200.0,0.85,0.040227167,2.192,2.46,1.75,12.177142,16640400.0,14.179,23.3306,-2.0206013,-0.08660734,23.59895,-2.28895,-0.09699372,354606912.0,8.662601,1.5029268,15,0,,False,,,2,0.0,1676668889.0,21.31,0.0,0.1800003,1676667605,21.695,21.28 - 21.695,21.28,17629,21.13,19.75,34.41,8,11.0,NasdaqGS,USD,21.28,27575,18630,0.9200001,0.04512016,20.39 - 29.97,-8.66,-0.28895563,20.39,29.97,1677024000.0,1674763200.0,NMS,West Bancorporation,"West Bancorporation, Inc.",finmb_2455389,America/New_York,EST,us_market,21.31,,9.721716,,,,,,
WTER,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-2.2676797,0.2198,-18000000,False,1676581200.0,1676840400.0,,,-0.257,-0.13,-0.19,-1.1568421,148008992.0,0.025,0.21048,0.009319991,0.0442797,0.357545,-0.137745,-0.3852522,32532376.0,-1.6907693,8.792,15,0,,False,,,4,-2.9117332,1676681584.0,0.2134,-0.006399989,-0.005100012,1676667600,0.2246,0.21461 - 0.2246,0.21461,648725,0.2249,0.2129,0.2245,8,10.0,NasdaqCM,USD,0.2246,1264991,732300,0.07679999,0.5370628,0.143 - 1.02,-0.8002,-0.7845098,0.143,1.02,,1668519000.0,NCM,The Alkaline Water Company Inc.,The Alkaline Water Company Inc.,finmb_241584110,America/New_York,EST,us_market,0.2198,,,,,,,,
WTFC,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.5650992,92.54,-18000000,False,1681729140.0,1682078400.0,1.15,0.0124972835,6.174,5.32,10.77,8.592386,60794000.0,67.341,87.4944,5.045601,0.057667702,86.5071,6.032898,0.06973876,5625876992.0,17.394737,1.3741999,15,0,,False,,,2,0.0,1676670603.0,92.54,0.0,0.5200043,1676667605,92.85,91.39 - 92.85,91.39,185071,92.02,70.51,106.5,8,9.0,NasdaqGS,USD,91.67,419072,356120,16.410004,0.2155524,76.13 - 100.32,-7.779999,-0.07755182,76.13,100.32,1677110400.0,1674144000.0,NMS,Wintrust Financial Corporation,Wintrust Financial Corporation,finmb_96334,America/New_York,EST,us_market,92.54,,14.988663,,,,,,
WULF,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-5.6617827,0.6315,-18000000,False,1666776060.0,1667222460.0,,,,,,,145492992.0,0.477,0.7718,-0.14029998,-0.18178281,1.42015,-0.78865004,-0.55532867,91878824.0,,1.3238994,15,0,,False,,,4,2.92953,1676681880.0,0.65,0.0185,-0.03789997,1676667604,0.6758,0.61 - 0.6758,0.61,1799594,0.6694,0.6299,0.665,8,9.0,NasdaqCM,USD,0.6702,1573909,2614790,0.081499994,0.14818181,0.55 - 12.43,-11.7985,-0.9491955,0.55,12.43,,1635412860.0,NCM,TeraWulf Inc.,TeraWulf Inc.,finmb_1671971858,America/New_York,EST,us_market,0.6315,,,,,,,,
WVVI,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-1.5079406,6.205,-18000000,False,1679947200.0,1680292800.0,,,0.459,,,,4964530.0,6.648,6.1066,0.098400116,0.016113732,6.2854,-0.08039999,-0.012791547,30804908.0,,0.93336344,15,0,,False,,,2,0.0,1676667609.0,6.18,0.0,-0.09500027,1676660522,6.22,6.1569 - 6.22,6.1569,2175,6.3,5.6,7.54,11,22.0,NasdaqCM,USD,6.22,2939,2260,0.40499973,0.069827534,5.8 - 10.84,-4.635,-0.42758304,5.8,10.84,,1668463502.0,NCM,"Willamette Valley Vineyards, In","Willamette Valley Vineyards, Inc.",finmb_349959,America/New_York,EST,us_market,6.205,,13.518518,,,,,,
WWAC,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.097468115,10.27,-18000000,False,,,,,,,,,23000000.0,-0.001,10.19968,0.07032013,0.0068943463,10.00962,0.26038074,0.02601305,295262528.0,,-10270.0,15,0,,False,,,2,,,,,0.010000229,1676645582,10.27,10.27 - 10.27,10.27,508,10.26,10.1,16.41,32,10.0,NasdaqGM,USD,10.75,82857,300690,0.5,0.05117707,9.77 - 10.75,-0.47999954,-0.04465112,9.77,10.75,,,NGM,Worldwide Webb Acquisition Corp,Worldwide Webb Acquisition Corp.,finmb_1683141999,America/New_York,EST,us_market,10.27,,,,,,,,
WYNN,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.49783432,109.01,-18000000,False,1683543540.0,1683892800.0,1.0,0.009219139,-19.37,1.8,-0.53,-205.67926,113314000.0,-3.291,95.1038,13.906204,0.14622134,72.0127,36.9973,0.51376075,12352359424.0,60.561115,-33.123672,15,0,,False,,,2,0.16512275,1676681731.0,109.19,0.1800003,0.5400009,1676667605,109.14,106.55 - 109.14,106.55,2708951,108.47,108.75,109.2,9,11.0,NasdaqGS,USD,107.65,2635006,2781170,58.81,1.1715139,50.2 - 111.77,-2.7599945,-0.024693519,50.2,111.77,1583452800.0,1675890900.0,NMS,"Wynn Resorts, Limited","Wynn Resorts, Limited",finmb_3449701,America/New_York,EST,us_market,109.01,,,,,,,,
XAIR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.32948896,6.09,-18000000,False,1675978200.0,1675978200.0,,,-1.252,-1.32,-1.54,-3.9545457,30027500.0,1.623,6.4044,-0.31439972,-0.04909121,7.23585,-1.1458497,-0.1583573,182867472.0,-4.6136365,3.7523105,15,0,,False,,,2,0.0,1676667612.0,6.09,0.0,0.01999998,1676667605,6.18,5.95 - 6.18,5.95,168785,6.07,6.01,6.47,9,11.0,NasdaqCM,USD,6.01,282829,460840,1.3050003,0.27272734,4.785 - 11.76,-5.67,-0.48214287,4.785,11.76,1484006400.0,1675978200.0,NCM,"Beyond Air, Inc.","Beyond Air, Inc.",finmb_266763185,America/New_York,EST,us_market,6.09,,,,,,,,
XBIO,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,3.9835005,0.5795,-18000000,False,1628857800.0,1628857800.0,,,-1.704,-0.35,-0.45,-1.2877779,15166600.0,1.397,0.45676,0.12274003,0.26871887,0.619645,-0.04014498,-0.06478706,8789045.0,-1.6557144,0.41481748,15,0,,False,,,4,0.0,1676674629.0,0.5795,0.0,0.022200048,1676663121,0.599,0.540001 - 0.599,0.540001,15382,0.5573,0.56,0.599,13,8.0,NasdaqCM,USD,0.540001,73772,54410,0.3395,1.4145834,0.24 - 1.25,-0.6705,-0.53639996,0.24,1.25,1561420800.0,1628857800.0,NCM,"Xenetic Biosciences, Inc.","Xenetic Biosciences, Inc.",finmb_23143993,America/New_York,EST,us_market,0.5795,,,,,,,,
XBIT,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-0.56179726,3.54,-18000000,False,1678737600.0,1679083200.0,,,-0.364,0.13,,,30439300.0,11.897,3.7494,-0.20939994,-0.055848923,4.4234,-0.88339996,-0.19971062,107755120.0,27.23077,0.297554,15,0,,False,,,4,-0.8474568,1676668640.0,3.51,-0.029999971,-0.01999998,1676667601,3.65,3.5 - 3.65,3.5,29615,3.56,3.51,3.61,12,8.0,NasdaqGS,USD,3.51,40734,46670,0.53999996,0.17999999,3.0 - 10.22,-6.6800003,-0.65362036,3.0,10.22,1626998400.0,1660075200.0,NMS,XBiotech Inc.,XBiotech Inc.,finmb_216818432,America/New_York,EST,us_market,3.54,,,,,,,,
XCUR,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-7.515624,1.1838,-18000000,False,1679569140.0,1679918400.0,,,-0.283,-0.61,,,4964630.0,0.702,1.24262,-0.05882001,-0.047335476,1.953265,-0.76946497,-0.39393783,5877129.0,-1.9406557,1.6863247,15,0,,False,,,4,4.747426,1676681787.0,1.24,0.056200027,-0.09619999,1676667323,1.24,1.18 - 1.24,1.18,5451,1.28,1.18,1.21,9,8.0,NasdaqCM,USD,1.24,244285,13250,0.5538,0.87904763,0.63 - 10.17,-8.9862,-0.88359886,0.63,10.17,,1668459660.0,NCM,"Exicure, Inc.","Exicure, Inc.",finmb_82271676,America/New_York,EST,us_market,1.1838,,,,,,,,
XELA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.3223118,0.0613,-18000000,False,1678368600.0,1678714200.0,,,-3.66,-0.09,,,122201000.0,-18.816,0.08286,-0.021560002,-0.26019794,1.40443,-1.34313,-0.95635235,7490921.0,-0.68111104,-0.0032578656,15,0,,False,,,4,-0.652527,1676681995.0,0.0609,-0.000399999,0.00079999864,1676667604,0.064,0.0605 - 0.064,0.0605,84474377,0.0605,0.0607,0.0609,31,11.0,NasdaqCM,USD,0.062,111335701,161725370,0.0052999966,0.094642796,0.056 - 18.9,-18.8387,-0.9967566,0.056,18.9,1611619200.0,1668466800.0,NCM,"Exela Technologies, Inc.","Exela Technologies, Inc.",finmb_32856079,America/New_York,EST,us_market,0.0613,,,,,,,,
XELB,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.29761878,0.8375,-18000000,False,1681761600.0,1682366400.0,,,-0.68,0.25,-0.6,-1.3958333,19624900.0,4.452,0.785726,0.051773965,0.06589315,1.028317,-0.190817,-0.18556243,16435853.0,3.35,0.18811768,15,0,,False,,,4,-4.47761,1676671093.0,0.8,-0.0375,-0.0024999976,1676645125,0.84,0.8375 - 0.84,0.8375,1441,0.84,0.77,0.8998,18,10.0,NasdaqGM,USD,0.84,14367,6100,0.16639996,0.24795105,0.6711 - 1.99,-1.1525,-0.5791457,0.6711,1.99,,1668524400.0,NGM,"Xcel Brands, Inc","Xcel Brands, Inc.",finmb_141124439,America/New_York,EST,us_market,0.8375,,,,,,,,
XENE,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.34022787,38.34,-18000000,False,1677531600.0,1677877200.0,,,-0.811,-1.49,-2.08,-18.432693,62544000.0,4.673,37.9634,0.37659836,0.009920037,35.04155,3.2984505,0.0941297,2397936896.0,-25.731544,8.204579,15,0,,False,,,2,0.0,1676667691.0,38.34,0.0,0.13000107,1676667604,38.59,37.9 - 38.59,37.9,146783,38.21,38.21,61.32,10,11.0,NasdaqGM,USD,38.21,371163,361640,13.4,0.53728944,24.94 - 41.39,-3.0499992,-0.07368928,24.94,41.39,,1660077000.0,NGM,Xenon Pharmaceuticals Inc.,Xenon Pharmaceuticals Inc.,finmb_565718,America/New_York,EST,us_market,38.34,,,,,,,,
XERS,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,9.448819,1.39,-18000000,False,1659529800.0,1659961800.0,,,-2.137,-0.64,-0.72,-1.9305555,135984992.0,0.566,1.228,0.16199994,0.13192177,1.5547,-0.16470003,-0.105936855,189019136.0,-2.171875,2.4558303,15,0,,False,,,4,1.4388475,1676681887.0,1.41,0.01999998,0.120000005,1676667605,1.41,1.25 - 1.41,1.25,2689604,1.27,1.35,1.41,18,9.0,NasdaqGS,USD,1.29,891313,823160,0.41999996,0.43298963,0.97 - 2.95,-1.5600001,-0.5288136,0.97,2.95,,1628146800.0,NMS,"Xeris Biopharma Holdings, Inc.","Xeris Biopharma Holdings, Inc.",finmb_105901792,America/New_York,EST,us_market,1.39,,,,,,,,
XFIN,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.09690145,10.33,-18000000,False,,,,,,,,,23000000.0,-0.041,10.2391,0.09089947,0.008877681,10.05461,0.27538967,0.027389392,296987488.0,,-251.95122,15,0,,False,,,2,,,,,0.010000229,1676494383,10.33,10.32 - 10.33,10.32,45,10.32,10.3,16.51,8,13.0,NasdaqGM,USD,10.315,59326,21410,0.48999977,0.049796723,9.84 - 11.03,-0.6999998,-0.06346326,9.84,11.03,,,NGM,ExcelFin Acquisition Corp,ExcelFin Acquisition Corp.,finmb_1684328633,America/New_York,EST,us_market,10.33,,,,,,,,
