Order ID,Order Date,Year,Month,Month Date,Sales,Price,Revenue,Profit,Channel,Product,Category,SubCategory,Supplier,Region,Country
1470,7/2/2019,2019,7,Jul,12,2596000,31152000,5280000,Reseller,WWI Desktop PC1.60 E1600 White,Computers,Desktops,Wide World Importers,Eropa,Perancis
746,8/17/2019,2019,8,Aug,12,6974000,83688000,59328000,Reseller,"A. Datum SLR Camera 35"" X358 Black",Cameras,Digital SLR Cameras,A. Datum Corporation,Eropa,Perancis
7432,8/6/2019,2019,8,Aug,24,1613000,38712000,4032000,Reseller,Contoso Lens Adapter M450 Black,Cameras,Cameras & Camcorders Accessories,"Contoso, Ltd",Eropa,Perancis
628,11/30/2019,2019,11,Nov,10,4020000,40200000,16550000,Sosial Media,The Phone Company PDA Phone 4.7 inches L360 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
1429,7/7/2019,2019,7,Jul,12,4768000,57216000,46848000,Sosial Media,The Phone Company PDA Phone 4.7 inches L360 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
788,10/26/2019,2019,10,Oct,5,395000,1975000,1615000,Reseller,Proseware Fax Machine E100 Grey,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
1428,10/29/2019,2019,10,Oct,5,645000,3225000,1700000,Sosial Media,A. Datum Compact Digital Camera M200 Silver,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
1903,6/15/2019,2019,6,Jun,8,3040000,24320000,23752000,Reseller,The Phone Company PDA Wifi 4.7-inch L290 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
1931,8/9/2019,2019,8,Aug,12,3460000,41520000,19692000,Reseller,Contoso DVD 15-Inch Player Portable L200 Silver,Movies,Movie DVD,"Contoso, Ltd",Eropa,Perancis
2066,12/21/2019,2019,12,Dec,10,3990000,39900000,-50000,Sosial Media,Fabrikam Laptop12W M2080 Silver,Computers,Laptops,"Fabrikam, Inc.",Eropa,Perancis
2138,11/20/2019,2019,11,Nov,5,50000,250000,140000,Reseller,SV DVD 38 DVD Storage Binder E25 Red,Movies,Movie DVD,Southridge Video,Eropa,Perancis
2345,11/18/2019,2019,11,Nov,20,4000000,80000000,31880000,Reseller,A. Datum Rangefinder Digital Camera X200 Green,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
2475,6/12/2019,2019,6,Jun,24,538000,12912000,10488000,Reseller,Contoso Multi-line phones M30 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
2642,11/11/2019,2019,11,Nov,10,2300000,23000000,14090000,Reseller,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
2684,11/26/2019,2019,11,Nov,5,85000,425000,90000,Sosial Media,Contoso 3 Handset Cordless Phone System  E30 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
2765,11/21/2019,2019,11,Nov,30,29970000,899100000,94170000,Reseller,Proseware Projector 720p DLP56 Silver,Computers,Projectors & Screens,"Proseware, Inc.",Eropa,Perancis
2804,9/26/2019,2019,9,Sep,6,1956000,11736000,11286000,Sosial Media,Proseware Laptop8.9 E089 White,Computers,Laptops,"Proseware, Inc.",Eropa,Perancis
2878,10/28/2019,2019,10,Oct,10,420000,4200000,1710000,Reseller,SV PCI Network Adapter E905 Silver,Computers,Computers Accessories,Southridge Video,Eropa,Perancis
3601,7/22/2019,2019,7,Jul,12,11604000,139248000,95616000,Reseller,Fabrikam Laptop16W M6080 Black,Computers,Laptops,"Fabrikam, Inc.",Eropa,Perancis
3903,6/26/2019,2019,6,Jun,16,6662000,106592000,105760000,Reseller,Contoso SLR Camera X146 Orange,Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
3914,9/27/2019,2019,9,Sep,12,138000,1656000,1632000,Reseller,Contoso Smart Battery M901 White,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
4279,9/29/2019,2019,9,Sep,12,2760000,33120000,30888000,Reseller,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
4363,10/19/2019,2019,10,Oct,10,1590000,15900000,14720000,Sosial Media,Proseware Photo Inkjet Printer M100 Grey,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
4595,6/21/2019,2019,6,Jun,20,1877000,37540000,3360000,Reseller,SV 80GB USB2.0 Portable Hard Disk E500 Silver,Computers,Computers Accessories,Southridge Video,Eropa,Perancis
4597,9/1/2019,2019,9,Sep,12,588000,7056000,5136000,Reseller,Proseware CRT15 E10 White,Computers,Monitors,"Proseware, Inc.",Eropa,Perancis
4605,10/4/2019,2019,10,Oct,10,1869000,18690000,11880000,Sosial Media,A. Datum Bridge Digital Camera M300 Azure,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
4617,11/8/2019,2019,11,Nov,5,1000000,5000000,650000,Reseller,The Phone Company Touch Screen Phones - LCD M12 Grey,Cell phones,Touch Screen Phones ,The Phone Company,Eropa,Perancis
4684,12/22/2019,2019,12,Dec,10,6890000,68900000,11160000,Sosial Media,Litware Home Theater System 5.1 Channel M513 Brown,TV and Video,Home Theater System,"Litware, Inc.",Eropa,Perancis
4713,11/17/2019,2019,11,Nov,10,2190000,21900000,9060000,Sosial Media,Proseware Laser Jet All in one X300 White,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
4782,8/16/2019,2019,8,Aug,12,5174000,62088000,42168000,Reseller,"Fabrikam SLR Camera 35"" X358 Black",Cameras,Digital SLR Cameras,"Fabrikam, Inc.",Eropa,Perancis
4786,10/6/2019,2019,10,Oct,5,495000,2475000,1320000,Reseller,WWI LCD17 E205 White,Computers,Monitors,Wide World Importers,Eropa,Perancis
4939,12/24/2019,2019,12,Dec,10,10000000,100000000,75500000,Sosial Media,Fabrikam Trendsetter 1'' 25mm X400 Grey,Cameras,Camcorders,"Fabrikam, Inc.",Eropa,Perancis
5112,7/6/2019,2019,7,Jul,6,997000,5982000,5016000,Reseller,"Adventure Works 20"" CRT TV E15 White",TV and Video,Televisions,Adventure Works,Eropa,Perancis
5279,12/9/2019,2019,12,Dec,5,170000,850000,445000,Reseller,SV 512MB Laptop memory E800 White,Computers,Computers Accessories,Southridge Video,Eropa,Perancis
5310,12/19/2019,2019,12,Dec,10,290000,2900000,2320000,Sosial Media,Contoso 2-Line Corded Cordless Telephone M202 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
5394,9/12/2019,2019,9,Sep,12,11856000,142272000,69708000,Sosial Media,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",Cameras,Camcorders,"Fabrikam, Inc.",Eropa,Perancis
5489,12/10/2019,2019,12,Dec,10,165000,1650000,1330000,Reseller,Contoso Notebook Peripheral Kit M69 White,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
5530,7/5/2019,2019,7,Jul,6,59000,354000,126000,Reseller,Contoso Single-line phones E10 White,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
5831,8/22/2019,2019,8,Aug,12,3333000,39996000,20232000,Sosial Media,A. Datum Consumer Digital Camera E100 Azure,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
5835,12/13/2019,2019,12,Dec,10,3990000,39900000,3480000,Reseller,Contoso Home Theater System 5.1 Channel M1530 Black,TV and Video,Home Theater System,"Contoso, Ltd",Eropa,Perancis
6602,12/26/2019,2019,12,Dec,5,1570000,7850000,960000,Reseller,Contoso SLR Camera M142 Black,Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
6648,11/30/2019,2019,11,Nov,20,940000,18800000,7840000,Reseller,Contoso In front of Centrex L15 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
6793,9/26/2019,2019,9,Sep,12,1908000,22896000,22692000,Reseller,Proseware Photo Inkjet Printer M100 Grey,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
6826,8/28/2019,2019,8,Aug,12,2298000,27576000,8040000,Reseller,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
6871,10/27/2019,2019,10,Oct,20,5360000,107200000,82660000,Reseller,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",Cell phones,Touch Screen Phones ,The Phone Company,Eropa,Perancis
6909,12/16/2019,2019,12,Dec,10,239000,2390000,1600000,Sosial Media,Contoso Digital camera accessory kit M200 Grey,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
7768,12/31/2019,2019,12,Dec,27,4445000,120015000,94095000,Reseller,Proseware Ink Jet All in one M300 White,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
7820,12/18/2019,2019,12,Dec,10,2660000,26600000,12480000,Sosial Media,The Phone Company PDA Handheld 3.7 inch M630 Black,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
7830,9/22/2019,2019,9,Sep,12,8388000,100656000,36012000,Sosial Media,Adventure Works Laptop15 M1500 Black,Computers,Laptops,Adventure Works,Eropa,Perancis
7909,9/27/2019,2019,9,Sep,12,1392000,16704000,14856000,Reseller,Proseware Mobile Receipt and Document Scanner M200 White,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
7982,10/21/2019,2019,10,Oct,5,1295000,6475000,2640000,Sosial Media,SV Car Video TFT6.2W E6281 Silver,TV and Video,Car Video,Southridge Video,Eropa,Perancis
8083,9/6/2019,2019,9,Sep,12,3600000,43200000,23208000,Sosial Media,The Phone Company Smart phones Expert M400 Pink,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
8101,9/25/2019,2019,9,Sep,12,167000,2004000,1452000,Reseller,Contoso DVD 58 DVD Storage Binder M55 Red,Movies,Movie DVD,"Contoso, Ltd",Eropa,Perancis
8124,6/26/2019,2019,6,Jun,24,306000,7344000,1656000,Reseller,Contoso DVD 58 DVD Storage Binder M55 Silver,Movies,Movie DVD,"Contoso, Ltd",Eropa,Perancis
8529,12/5/2019,2019,12,Dec,10,1880000,18800000,18520000,Reseller,A. Datum All in One Digital Camera M200 Grey,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
8691,7/8/2019,2019,7,Jul,12,299000,3588000,2460000,Reseller,Contoso USB Cable M250 White,Cameras,Cameras & Camcorders Accessories,"Contoso, Ltd",Eropa,Perancis
8740,9/26/2019,2019,9,Sep,12,8388000,100656000,47340000,Reseller,WWI Projector 720p LCD56 Black,Computers,Projectors & Screens,Wide World Importers,Eropa,Perancis
9013,8/27/2019,2019,8,Aug,12,200000,2400000,2268000,Reseller,Contoso Phone with 13-Number Memory (210) M301 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
9143,10/21/2019,2019,10,Oct,10,2190000,21900000,16120000,Sosial Media,Proseware Laser Jet All in one X300 Grey,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
9248,10/21/2019,2019,10,Oct,10,24990000,249900000,168540000,Reseller,Proseware Projector 1080p DLP86 Black,Computers,Projectors & Screens,"Proseware, Inc.",Eropa,Perancis
9301,8/4/2019,2019,8,Aug,6,291000,1746000,702000,Sosial Media,Proseware CRT15 E10 White,Computers,Monitors,"Proseware, Inc.",Eropa,Perancis
9387,12/1/2019,2019,12,Dec,10,159000,1590000,420000,Sosial Media,Contoso USB Wave Multi-Media Keyboard E280 Grey,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
9398,7/9/2019,2019,7,Jul,6,645000,3870000,1536000,Reseller,SV DVD 7-Inch Player Portable E200 White,Movies,Movie DVD,Southridge Video,Eropa,Perancis
9571,6/29/2019,2019,6,Jun,8,2168000,17344000,5224000,Reseller,Contoso Sharp Touch Screen Phones M910 Black,Cell phones,Touch Screen Phones ,"Contoso, Ltd",Eropa,Perancis
9878,9/2/2019,2019,9,Sep,12,2760000,33120000,7980000,Sosial Media,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",Cell phones,Touch Screen Phones ,The Phone Company,Eropa,Perancis
9911,7/2/2019,2019,7,Jul,8,5115000,40920000,16664000,Reseller,Contoso SLR Camera X144 Gold,Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
10020,11/20/2019,2019,11,Nov,5,495000,2475000,2275000,Sosial Media,Adventure Works LCD17 E200 Black,Computers,Monitors,Adventure Works,Eropa,Perancis
10056,6/22/2019,2019,6,Jun,8,1836000,14688000,11200000,Reseller,Proseware High-Performance Business-Class Laser Fax X200 Grey,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
10073,6/25/2019,2019,6,Jun,8,2472000,19776000,11432000,Reseller,SV Car Video TFT7 M7001 Brown,TV and Video,Car Video,Southridge Video,Eropa,Perancis
10160,6/12/2019,2019,6,Jun,4,660000,2640000,1628000,Sosial Media,A. Datum Ultra Compact Digital Camera M190 Black,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
10435,7/29/2019,2019,7,Jul,6,248000,1488000,480000,Sosial Media,SV Keyboard E90 Grey,Computers,Computers Accessories,Southridge Video,Eropa,Perancis
10504,11/28/2019,2019,11,Nov,20,877000,17540000,2060000,Reseller,Contoso Expandable 4-Handset Cordless Phone System M206 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
10566,7/22/2019,2019,7,Jul,12,114000,1368000,888000,Sosial Media,Contoso Education Essentials Bundle M300 Black,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
10627,6/26/2019,2019,6,Jun,4,1036000,4144000,2880000,Reseller,SV Car Video TFT6.2W E6281 Brown,TV and Video,Car Video,Southridge Video,Eropa,Perancis
10642,8/9/2019,2019,8,Aug,12,2243000,26916000,15348000,Reseller,A. Datum All in One Digital Camera M200 Pink,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
10663,7/23/2019,2019,7,Jul,12,3313000,39756000,37260000,Sosial Media,A. Datum Consumer Digital Camera E100 Silver,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
10678,9/29/2019,2019,9,Sep,12,3216000,38592000,31572000,Reseller,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
10767,9/20/2019,2019,9,Sep,36,17997000,647892000,27576000,Reseller,Adventure Works Desktop PC1.80 ED182 Black,Computers,Desktops,Adventure Works,Eropa,Perancis
10901,11/2/2019,2019,11,Nov,20,6180000,123600000,40400000,Reseller,SV Car Video TFT7 M7001 Silver,TV and Video,Car Video,Southridge Video,Eropa,Perancis
10931,9/28/2019,2019,9,Sep,6,120000,720000,264000,Reseller,Contoso Battery charger - bike E200 White,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
10952,11/1/2019,2019,11,Nov,20,15160000,303200000,153620000,Reseller,Fabrikam Laptop15.4W M5480 White,Computers,Laptops,"Fabrikam, Inc.",Eropa,Perancis
11203,7/28/2019,2019,7,Jul,12,2728000,32736000,31716000,Reseller,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
11368,12/27/2019,2019,12,Dec,10,3000000,30000000,26030000,Reseller,The Phone Company Smart phones Expert M400 Gold,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
11378,11/21/2019,2019,11,Nov,5,209000,1045000,975000,Reseller,SV Keyboard E90 Black,Computers,Computers Accessories,Southridge Video,Eropa,Perancis
11459,7/14/2019,2019,7,Jul,12,5954000,71448000,45648000,Sosial Media,SV Car Video LCD7W M7081 Brown,TV and Video,Car Video,Southridge Video,Eropa,Perancis
11703,9/7/2019,2019,9,Sep,6,654000,3924000,2472000,Sosial Media,Contoso Screen 80in E080 White,Computers,Projectors & Screens,"Contoso, Ltd",Eropa,Perancis
11707,7/20/2019,2019,7,Jul,6,239000,1434000,660000,Reseller,SV Keyboard E90 Grey,Computers,Computers Accessories,Southridge Video,Eropa,Perancis
11934,9/21/2019,2019,9,Sep,12,3480000,41760000,29316000,Reseller,Contoso DVD 15-Inch Player Portable L200 White,Movies,Movie DVD,"Contoso, Ltd",Eropa,Perancis
12097,11/12/2019,2019,11,Nov,10,4990000,49900000,16410000,Sosial Media,Contoso Projector 480p M481 Silver,Computers,Projectors & Screens,"Contoso, Ltd",Eropa,Perancis
12136,6/17/2019,2019,6,Jun,8,2953000,23624000,6552000,Reseller,Contoso Home Theater System 5.1 Channel M1530 White,TV and Video,Home Theater System,"Contoso, Ltd",Eropa,Perancis
12333,6/14/2019,2019,6,Jun,24,5334000,128016000,75792000,Reseller,WWI Desktop PC1.80 E1800 Silver,Computers,Desktops,Wide World Importers,Eropa,Perancis
12548,8/18/2019,2019,8,Aug,36,10379000,373644000,175788000,Reseller,SV DVD 15-Inch Player Portable L200 Silver,Movies,Movie DVD,Southridge Video,Eropa,Perancis
12664,11/3/2019,2019,11,Nov,10,2900000,29000000,19320000,Sosial Media,Contoso Pen Touch Screen Phones M320 Black,Cell phones,Touch Screen Phones ,"Contoso, Ltd",Eropa,Perancis
5658,10/18/2021,2021,10,Oct,20,811000,16220000,14140000,Sosial Media,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Audio,Bluetooth Headphones,Northwind Traders,Amerika,USA
12797,11/3/2019,2019,11,Nov,10,1690000,16900000,14900000,Reseller,Proseware Ink Jet All in one M300 White,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
12851,10/31/2019,2019,10,Oct,10,3580000,35800000,18860000,Reseller,"Contoso SLR Camera 35"" M358 Blue",Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
12888,8/28/2019,2019,8,Aug,12,3372000,40464000,3132000,Reseller,A. Datum Consumer Digital Camera E100 Silver,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
12908,7/2/2019,2019,7,Jul,8,3040000,24320000,22512000,Sosial Media,The Phone Company PDA Wifi 4.7-inch L290 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
13017,11/9/2019,2019,11,Nov,20,4580000,91600000,33200000,Reseller,WWI Projector 480p LCD12 Silver,Computers,Projectors & Screens,Wide World Importers,Eropa,Perancis
13107,10/5/2019,2019,10,Oct,5,135000,675000,370000,Sosial Media,Contoso Bright Light battery E20 Pink,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
13139,9/30/2019,2019,9,Sep,10,290000,2900000,710000,Reseller,Contoso Hybrid system M60 Grey,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
13237,6/27/2019,2019,6,Jun,8,2262000,18096000,15160000,Sosial Media,A. Datum Super-zoom Digital Camera X300 Grey,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
13365,10/5/2019,2019,10,Oct,5,1570000,7850000,6790000,Sosial Media,Contoso SLR Camera M142 Black,Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
13392,12/22/2019,2019,12,Dec,15,4049000,60735000,39480000,Sosial Media,WWI Desktop PC1.80 E1801 Silver,Computers,Desktops,Wide World Importers,Eropa,Perancis
13877,11/19/2019,2019,11,Nov,10,1880000,18800000,5780000,Reseller,Proseware Wireless Photo All-in-One Printer M390 Grey,Computers,"Printers, Scanners & Fax","Proseware, Inc.",Eropa,Perancis
14189,12/30/2019,2019,12,Dec,10,5680000,56800000,33470000,Reseller,"Contoso SLR Camera 35"" X358 Grey",Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
14309,12/19/2019,2019,12,Dec,5,850000,4250000,25000,Sosial Media,"Adventure Works 20"" CRT TV E15 Black",TV and Video,Televisions,Adventure Works,Eropa,Perancis
14583,7/31/2019,2019,7,Jul,12,3720000,44640000,15744000,Reseller,The Phone Company Smart phones Unlocked International M800 Black,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
14776,10/22/2019,2019,10,Oct,10,2310000,23100000,10550000,Sosial Media,A. Datum Full Frame Digital Camera X300 Orange,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
14793,11/8/2019,2019,11,Nov,10,170000,1700000,910000,Reseller,Contoso Phone with 13-Number Memory (210) M301 White,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
14821,10/1/2019,2019,10,Oct,10,3010000,30100000,2700000,Reseller,The Phone Company Sharp Touch Screen Phones M910 Black,Cell phones,Touch Screen Phones ,The Phone Company,Eropa,Perancis
14946,10/28/2019,2019,10,Oct,10,250000,2500000,500000,Reseller,Contoso USB Cable M250 Yellow,Cameras,Cameras & Camcorders Accessories,"Contoso, Ltd",Eropa,Perancis
14986,9/11/2019,2019,9,Sep,12,3480000,41760000,41184000,Reseller,Contoso DVD 15-Inch Player Portable L200 White,Movies,Movie DVD,"Contoso, Ltd",Eropa,Perancis
15158,10/16/2019,2019,10,Oct,10,4220000,42200000,9270000,Reseller,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,Cameras,Camcorders,"Fabrikam, Inc.",Eropa,Perancis
15230,6/12/2019,2019,6,Jun,8,4994000,39952000,23944000,Reseller,Fabrikam SLR Camera X148 Silver Grey,Cameras,Digital SLR Cameras,"Fabrikam, Inc.",Eropa,Perancis
15276,11/6/2019,2019,11,Nov,20,6200000,124000000,121920000,Reseller,The Phone Company Smart phones Unlocked International M800 Grey,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
15440,12/21/2019,2019,12,Dec,5,345000,1725000,1215000,Sosial Media,SV 8xDVD E100 Silver,TV and Video,VCD & DVD,Southridge Video,Eropa,Perancis
15467,12/9/2019,2019,12,Dec,10,2900000,29000000,16520000,Reseller,A. Datum Super-zoom Digital Camera X300 Orange,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
15484,8/28/2019,2019,8,Aug,24,302000,7248000,3480000,Reseller,SV DVD 55DVD Storage Binder M56 Black,Movies,Movie DVD,Southridge Video,Eropa,Perancis
15672,6/15/2019,2019,6,Jun,8,4515000,36120000,35360000,Reseller,A. Datum SLR Camera X135 Black,Cameras,Digital SLR Cameras,A. Datum Corporation,Eropa,Perancis
15722,12/21/2019,2019,12,Dec,10,230000,2300000,610000,Sosial Media,Contoso Expandable Cordless Phone System M008 Black,Cell phones,Home & Office Phones,"Contoso, Ltd",Eropa,Perancis
16008,8/13/2019,2019,8,Aug,36,10746000,386856000,138384000,Reseller,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
16255,11/1/2019,2019,11,Nov,5,285000,1425000,15000,Sosial Media,SV 8xDVD E130 Silver,TV and Video,VCD & DVD,Southridge Video,Eropa,Perancis
16420,6/24/2019,2019,6,Jun,8,5056000,40448000,21056000,Reseller,Contoso SLR Camera X145 Blue,Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
16446,9/23/2019,2019,9,Sep,12,5184000,62208000,22284000,Reseller,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,Cameras,Camcorders,"Fabrikam, Inc.",Eropa,Perancis
16622,8/11/2019,2019,8,Aug,12,1521000,18252000,7368000,Reseller,Adventure Works LCD17W E203 Black,Computers,Monitors,Adventure Works,Eropa,Perancis
16906,9/27/2019,2019,9,Sep,6,990000,5940000,3534000,Reseller,A. Datum Ultra Compact Digital Camera M190 Black,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
17022,8/15/2019,2019,8,Aug,12,3313000,39756000,24012000,Reseller,A. Datum Consumer Digital Camera E100 Green,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
17039,8/26/2019,2019,8,Aug,12,1512000,18144000,6696000,Reseller,A. Datum Compact Digital Camera M200 Orange,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
17043,7/30/2019,2019,7,Jul,24,566000,13584000,7200000,Reseller,Contoso Digital camera accessory kit M200 Grey,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
17117,11/10/2019,2019,11,Nov,5,645000,3225000,920000,Reseller,The Phone Company Smart phones without camera E100 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
17166,8/24/2019,2019,8,Aug,12,3420000,41040000,28068000,Sosial Media,A. Datum Super-zoom Digital Camera X300 Grey,Cameras,Digital Cameras,A. Datum Corporation,Eropa,Perancis
17371,10/16/2019,2019,10,Oct,15,4499000,67485000,27390000,Reseller,WWI Desktop PC1.80 E1802 White,Computers,Desktops,Wide World Importers,Eropa,Perancis
17433,8/18/2019,2019,8,Aug,12,3568000,42816000,35352000,Reseller,The Phone Company PDA Phone 3.5 inches M320 Silver,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
17449,6/9/2019,2019,6,Jun,8,370000,2960000,984000,Reseller,Contoso Rechargeable Li-Ion Battery Pack E300 White,Cameras,Cameras & Camcorders Accessories,"Contoso, Ltd",Eropa,Perancis
17504,12/20/2019,2019,12,Dec,10,2990000,29900000,4600000,Sosial Media,The Phone Company PDA Phone 3.5 inches M320 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
17707,12/11/2019,2019,12,Dec,20,6860000,137200000,17840000,Reseller,Contoso SLR Camera M145 Blue,Cameras,Digital SLR Cameras,"Contoso, Ltd",Eropa,Perancis
17776,11/22/2019,2019,11,Nov,10,299000,2990000,2220000,Reseller,Contoso USB 2.0 Dock Station docking station M800 Grey,Computers,Computers Accessories,"Contoso, Ltd",Eropa,Perancis
18183,11/2/2019,2019,11,Nov,5,1630000,8150000,595000,Reseller,Proseware Laptop8.9 E089 White,Computers,Laptops,"Proseware, Inc.",Eropa,Perancis
18260,7/12/2019,2019,7,Jul,6,632000,3792000,2064000,Reseller,Contoso Screen 80in E080 Silver,Computers,Projectors & Screens,"Contoso, Ltd",Eropa,Perancis
18261,8/26/2019,2019,8,Aug,6,747000,4482000,3156000,Sosial Media,Proseware LCD17W E202 Black,Computers,Monitors,"Proseware, Inc.",Eropa,Perancis
18372,11/26/2019,2019,11,Nov,5,550000,2750000,990000,Reseller,SV DVD 7-Inch Player Portable E200 Black,Movies,Movie DVD,Southridge Video,Eropa,Perancis
18588,10/18/2019,2019,10,Oct,20,5800000,116000000,73140000,Reseller,SV DVD 15-Inch Player Portable L200 Silver,Movies,Movie DVD,Southridge Video,Eropa,Perancis
18688,6/26/2019,2019,6,Jun,16,4485000,71760000,59264000,Reseller,The Phone Company PDA Phone 3.5 inches M320 White,Cell phones,Smart phones & PDAs ,The Phone Company,Eropa,Perancis
8491,9/14/2021,2021,9,Sep,20,1348000,26960000,16500000,Sosial Media,WWI Stereo Bluetooth Headphones E1000 Green,Audio,Bluetooth Headphones,Wide World Importers,Amerika,USA
19064,12/26/2019,2019,12,Dec,5,1495000,7475000,3735000,Sosial Media,Contoso Home Theater System 2.1 Channel E1200 Silver,TV and Video,Home Theater System,"Contoso, Ltd",Eropa,Perancis
19107,8/29/2019,2019,8,Aug,12,3558000,42696000,34500000,Reseller,The Phone Company Touch Screen Phones Infrared M901 Gold,Cell phones,Touch Screen Phones ,The Phone Company,Eropa,Perancis
19349,8/17/2019,2019,8,Aug,6,851000,5106000,4242000,Sosial Media,"Adventure Works 19"" Color Digital TV E35 Silver",TV and Video,Televisions,Adventure Works,Eropa,Perancis
19373,11/28/2019,2019,11,Nov,5,1295000,6475000,370000,Sosial Media,SV Car Video TFT6.2W E6281 Brown,TV and Video,Car Video,Southridge Video,Eropa,Perancis
19546,11/21/2019,2019,11,Nov,5,295000,1475000,495000,Reseller,Proseware CRT17 E104 White,Computers,Monitors,"Proseware, Inc.",Eropa,Perancis
